,x,pdf,cdf,type,type_specific,parameter1,parameter2,location,parameter
1983,0.9679358715125699,1.8068292589707904,0.8853857806027311,beta,beta: alpha=0.5 beta=0.5,0.5,0.5,0,
1984,0.969939879527613,1.8641564632544638,0.8890631850728549,beta,beta: alpha=0.5 beta=0.5,0.5,0.5,0,
1985,0.9719438875426561,1.9275949686062404,0.8928614266395988,beta,beta: alpha=0.5 beta=0.5,0.5,0.5,0,
1986,0.9739478955576992,1.9983007908219745,0.8967938639357566,beta,beta: alpha=0.5 beta=0.5,0.5,0.5,0,
1987,0.9759519035727424,2.0777608900414553,0.9008764859806537,beta,beta: alpha=0.5 beta=0.5,0.5,0.5,0,
1988,0.9779559115877855,2.1679258161460986,0.9051286991834211,beta,beta: alpha=0.5 beta=0.5,0.5,0.5,0,
1989,0.9799599196028286,2.2714136997716126,0.9095744456010908,beta,beta: alpha=0.5 beta=0.5,0.5,0.5,0,
1990,0.9819639276178718,2.391835874056276,0.9142438406533213,beta,beta: alpha=0.5 beta=0.5,0.5,0.5,0,
1991,0.9839679356329148,2.534340303417604,0.9191756596332866,beta,beta: alpha=0.5 beta=0.5,0.5,0.5,0,
1992,0.985971943647958,2.7065689664156496,0.9244212818222093,beta,beta: alpha=0.5 beta=0.5,0.5,0.5,0,
1993,0.9879759516630011,2.9204621618874613,0.9300512960411887,beta,beta: alpha=0.5 beta=0.5,0.5,0.5,0,
1994,0.9899799596780442,3.195966299136248,0.9361673592156855,beta,beta: alpha=0.5 beta=0.5,0.5,0.5,0,
1995,0.9919839676930874,3.5695878217606514,0.9429255434236342,beta,beta: alpha=0.5 beta=0.5,0.5,0.5,0,
1996,0.9939879757081305,4.1176478167229265,0.9505886620682158,beta,beta: alpha=0.5 beta=0.5,0.5,0.5,0,
1997,0.9959919837231737,5.037991930300294,0.9596693335681087,beta,beta: alpha=0.5 beta=0.5,0.5,0.5,0,
1998,0.9979959917382167,7.117639291036811,0.9714914559320047,beta,beta: alpha=0.5 beta=0.5,0.5,0.5,0,
1999,0.9999999997532598,20264.23369991831,0.9999899999985042,beta,beta: alpha=0.5 beta=0.5,0.5,0.5,0,
2000,0.09999999999999999,0.0005,9.999999999999996e-06,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2001,0.10180360320639678,0.0005370597465819584,1.0934923467831534e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2002,0.10360720641279358,0.0005761424297330348,1.1938501528103784e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2003,0.10541080961919037,0.0006173203593165881,1.30144477739942e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2004,0.10721441282558716,0.000660667115024976,1.4166607362115487e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2005,0.10901801603198397,0.0007062575463795569,1.5398959302783247e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2006,0.11082161923838076,0.0007541677727306877,1.6715618750283596e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2007,0.11262522244477755,0.0008044751832577241,1.812083929314088e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2008,0.11442882565117435,0.0008572584369690223,1.96190152443853e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2009,0.11623242885757114,0.0009125974627019357,2.121468393182053e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2010,0.11803603206396793,0.0009705734591228187,2.2912527988291448e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2011,0.11983963527036473,0.0010312688947270241,2.471737764195175e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2012,0.12164323847676152,0.0010947675078389048,2.663421300653156e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2013,0.12344684168315831,0.0011611543066118125,2.8668166371605173e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2014,0.1252504448895551,0.0012305155690280976,3.082452449285867e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2015,0.1270540480959519,0.0013029388428991112,3.310873088235751e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2016,0.1288576513023487,0.001378512945865202,3.5526388098814335e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2017,0.1306612545087455,0.0014573279653957202,3.808326003785647e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2018,0.13246485771514227,0.0015394752587890104,4.0785274222293605e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2019,0.13426846092153907,0.0016250474531724235,4.363852409238562e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2020,0.13607206412793588,0.0017141384455023048,4.6649271296109974e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2021,0.13787566733433265,0.0018068434025639978,4.9823947979429494e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2022,0.13967927054072946,0.0019032587609718523,5.3169159076560164e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2023,0.14148287374712626,0.0020034822271692097,5.66916846002385e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2024,0.14328647695352303,0.0021076127774284125,6.0398481931989345e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2025,0.14509008015991984,0.0022157506578508054,6.429668811239368e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2026,0.14689368336631664,0.00232799738436673,6.839362213135596e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2027,0.14869728657271342,0.0024444557427355275,7.269678721837193e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2028,0.15050088977911022,0.0025652297885455392,7.721387313279649e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2029,0.15230449298550702,0.002690424847214105,8.195275845411091e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2030,0.1541080961919038,0.002820147513987561,8.692151287219074e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2031,0.1559116993983006,0.002954505653941254,9.212839947757364e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2032,0.1577153026046974,0.003093608401979515,9.758187705172665e-05,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2033,0.15951890581109418,0.0032375661628356762,0.00010329060235731398,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2034,0.16132250901749098,0.0033864906110720834,0.00010926343242846498,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2035,0.1631261122238878,0.003540494691080071,0.0001155094268610413,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2036,0.16492971543028456,0.0036996926170799666,0.00012203785010290473,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2037,0.16673331863668137,0.0038641998731211136,0.0001288581737441852,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2038,0.16853692184307817,0.0040341332130818365,0.00013598007880754787,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2039,0.17034052504947494,0.004209610660669472,0.00014341345803846098,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2040,0.17214412825587172,0.004390751509420348,0.00015116841819546385,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2041,0.17394773146226855,0.004577676322699811,0.00015925528234043434,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2042,0.17575133466866533,0.004770506933702173,0.00016768459212885574,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2043,0.1775549378750621,0.004969366445450771,0.00017646711010008582,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2044,0.17935854108145893,0.005174379230797936,0.0001856138219676238,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2045,0.1811621442878557,0.005385670932424982,0.00019513593890937712,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2046,0.18296574749425248,0.005603368462842257,0.00020504489985793083,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2047,0.18476935070064932,0.005827600004389084,0.0002153523737908144,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2048,0.1865729539070461,0.006058495009233775,0.00022607026202076832,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2049,0.18837655711344287,0.006296184199373661,0.00023721070048601385,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2050,0.1901801603198397,0.006540799566635078,0.0002487860620405195,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2051,0.19198376352623647,0.0067924743726733355,0.00026080895874426786,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2052,0.19378736673263325,0.0070513431489727645,0.00027329224415352515,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2053,0.19559096993903008,0.0073175416968466874,0.0002862490156111079,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2054,0.19739457314542685,0.00759120708743742,0.0002996926165366496,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2055,0.19919817635182363,0.007872477661716278,0.0003136366387168703,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2056,0.20100177955822046,0.008161493030483604,0.00032809492459584365,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2057,0.20280538276461724,0.0084583940743687,0.0003430815695652627,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2058,0.204608985971014,0.008763322943829876,0.00035861092425471046,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2059,0.20641258917741082,0.00907642305915447,0.00037469759682192603,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2060,0.20821619238380762,0.00939783911045879,0.00039135645524307185,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2061,0.2100197955902044,0.009727717057688151,0.00040860262960300205,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2062,0.2118233987966012,0.01006620413061687,0.00042645151438553054,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2063,0.213627002002998,0.010413448828848273,0.0004449187707636974,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2064,0.21543060520939478,0.010769600921814648,0.00046402032889003727,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2065,0.21723420841579158,0.01113481144877734,0.00048377239018684766,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2066,0.21903781162218838,0.011509232718826638,0.0005041914296364552,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2067,0.22084141482858516,0.011893018310881864,0.000525294198071484,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2068,0.22264501803498196,0.012286323073691317,0.0005470977244651238,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2069,0.22444862124137877,0.012689303125832337,0.000569619318221397,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2070,0.22625222444777554,0.013102115855711192,0.0005928765714654255,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2071,0.22805582765417237,0.013524919921563237,0.0006168873613337016,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2072,0.22985943086056915,0.013957875251452744,0.00064166985226435,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2073,0.23166303406696592,0.014401143043273024,0.0006672424982874016,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2074,0.23346663727336275,0.01485488576474641,0.0006936240453150581,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2075,0.23527024047975953,0.015319267153424177,0.0007208335334319577,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2076,0.2370738436861563,0.015794452216686645,0.0007488902991854474,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2077,0.23887744689255314,0.016280607231743148,0.0007778139778758479,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2078,0.2406810500989499,0.016777899745631927,0.0008076245058467194,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2079,0.2424846533053467,0.017286498575220324,0.000838342122775134,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2080,0.24428825651174346,0.017806573807204632,0.0008699873739619398,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2081,0.2460918597181403,0.018338296798110172,0.0009025811126220304,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2082,0.24789546292453707,0.018881840174291235,0.000936144502174609,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2083,0.24969906613093384,0.01943737783193109,0.0009706990185334618,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2084,0.2515026693373307,0.02000508493704209,0.0010062664523972221,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2085,0.25330627254372745,0.020585137925465475,0.001042868911539636,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2086,0.2551098757501242,0.021177714502871578,0.0010805288230998351,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2087,0.25691347895652106,0.021782993644759732,0.0011192689358726022,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2088,0.25871708216291783,0.02240115559645816,0.0011591123225986346,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2089,0.2605206853693146,0.023032381873124196,0.0012000823822548184,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2090,0.26232428857571144,0.02367685525974416,0.0012422028423444947,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2091,0.2641278917821082,0.024334759811133252,0.0012854977611877205,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2092,0.265931494988505,0.02500628085193588,0.0013299915302115465,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2093,0.2677350981949018,0.025691604976625284,0.0013757088762402798,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2094,0.2695387014012986,0.026390920049503747,0.0014226748637857468,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2095,0.2713423046076954,0.027104415204702564,0.0014709148973375708,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2096,0.2731459078140922,0.027832280846182042,0.0015204547236534341,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2097,0.274949511020489,0.028574708647731494,0.001571320434049342,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2098,0.27675311422688575,0.029331891552969138,0.0016235384666898986,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2099,0.2785567174332826,0.03010402377534233,0.0016771356088785712,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2100,0.28036032063967936,0.030891300798127307,0.0017321389993479517,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2101,0.28216392384607614,0.031693919374429384,0.0017885761305500346,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2102,0.28396752705247297,0.032512077527182895,0.0018464748509464807,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2103,0.28577113025886974,0.03334597454915102,0.0019058633672988778,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2104,0.2875747334652665,0.03419581100292609,0.0019667702469590197,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2105,0.28937833667166335,0.035061788720929465,0.0020292244201591692,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2106,0.2911819398780601,0.03594411080541125,0.002093255182302319,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2107,0.2929855430844569,0.03684298162845093,0.0021588921962524717,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2108,0.29478914629085373,0.03775860683195666,0.0022261654946249005,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2109,0.2965927494972505,0.03869119332766576,0.0022951054820764118,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2110,0.2983963527036473,0.03964094929714448,0.002365742937595625,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2111,0.3001999559100441,0.04060808419178819,0.002438109016793234,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2112,0.3020035591164409,0.04159280873282105,0.0025122352541922673,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2113,0.30380716232283766,0.042595334911296384,0.002588153565518371,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2114,0.3056107655292345,0.04361587598809652,0.002665896249990067,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2115,0.30741436873563127,0.044654646493932706,0.002745495992609016,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2116,0.30921797194202805,0.045711862229345104,0.002826985866450298,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2117,0.3110215751484249,0.04678774026470317,0.0029103993349526734,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2118,0.31282517835482165,0.0478824989402051,0.0029957702542088437,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2119,0.31462878156121843,0.04899635786587812,0.0030831328752557318,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2120,0.31643238476761526,0.05012953792157864,0.003172521846364745,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2121,0.31823598797401204,0.05128226125699174,0.003263972215332034,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2122,0.3200395911804088,0.052454751291631845,0.0033575194317687746,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2123,0.32184319438680564,0.053647232714842175,0.00345319934939143,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2124,0.3236467975932024,0.05485993148579499,0.0035510482283120075,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2125,0.3254504007995992,0.05609307483349157,0.003651102737328346,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2126,0.327254004005996,0.057346891256762206,0.003753399956214373,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2127,0.3290576072123928,0.05862161052426607,0.003857977378010363,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2128,0.3308612104187896,0.059917463674491536,0.003964872911313224,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2129,0.3326648136251864,0.06123468301575582,0.004074124882566758,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2130,0.3344684168315832,0.06257350212620526,0.004185772038351915,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2131,0.33627202003797996,0.06393415585381503,0.004299853547677083,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2132,0.3380756232443768,0.0653168803163894,0.004416409004268345,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2133,0.33987922645077356,0.06672191290156172,0.004535478428859737,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2134,0.34168282965717034,0.06814949226679415,0.004657102271483534,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2135,0.34348643286356717,0.06959985833937798,0.004781321413760511,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2136,0.34529003606996395,0.07107325231643359,0.004908177171190198,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2137,0.3470936392763607,0.07256991666491004,0.005037711295441167,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2138,0.34889724248275755,0.07409009512158575,0.0051699659766412925,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2139,0.35070084568915433,0.0756340326930677,0.005304983845668007,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2140,0.3525044488955511,0.0772019756557927,0.005442807976438589,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2141,0.3543080521019479,0.07879417155602546,0.005583481888200418,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2142,0.3561116553083447,0.08041086920986053,0.005727049547821249,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2143,0.3579152585147415,0.0820523187032211,0.005873555372079464,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2144,0.35971886172113826,0.08371877139185932,0.006023044229954365,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2145,0.3615224649275351,0.08541047990135656,0.006175561444916428,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2146,0.36332606813393187,0.08712769812712308,0.006331152797217556,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2147,0.36512967134032864,0.08887068123439808,0.00648986452618138,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2148,0.3669332745467255,0.0906396856582501,0.006651743332493504,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2149,0.36873687775312225,0.09243496910357571,0.006816836380491765,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2150,0.370540480959519,0.09425679054510175,0.0069851913004565286,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2151,0.37234408416591586,0.09610541022738323,0.007156856190900937,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2152,0.37414768737231263,0.09798108966480466,0.007331879620861169,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2153,0.3759512905787094,0.0998840916415789,0.0075103106321867345,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2154,0.37775489378510624,0.10181468021174848,0.0076921987418307235,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2155,0.379558496991503,0.10377312069918457,0.007877593944140065,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2156,0.3813621001978998,0.10575967969758744,0.008066546713145821,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2157,0.3831657034042966,0.10777462507048623,0.008259108004853438,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2158,0.3849693066106934,0.10981822595123926,0.008455329259533005,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2159,0.38677290981709017,0.11189075274303373,0.008655262404009547,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2160,0.38857651302348695,0.11399247711888609,0.00885895985395327,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2161,0.3903801162298838,0.11612367202164126,0.009066474516169846,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2162,0.39218371943628055,0.11828461166397376,0.009277859790890653,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2163,0.39398732264267733,0.12047557152838659,0.00949316957406308,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2164,0.39579092584907416,0.12269682836721216,0.009712458259640774,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2165,0.39759452905547094,0.12494866020261179,0.009935780741873896,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2166,0.3993981322618677,0.12723134632657535,0.010163192417599413,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2167,0.40120173546826454,0.1295451673009225,0.010394749188531362,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2168,0.4030053386746613,0.13189040495730137,0.010630507463551089,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2169,0.4048089418810581,0.13426734239718893,0.010870524160997557,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2170,0.4066125450874549,0.1366762639918917,0.011114856710957596,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2171,0.4084161482938517,0.13911745538254489,0.01136356305755615,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2172,0.4102197515002485,0.14159120348011253,0.011616701661246578,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2173,0.4120233547066453,0.14409779646538817,0.011874331501100923,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2174,0.4138269579130421,0.14663752378899378,0.012136512077100125,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2175,0.41563056111943886,0.1492106761713806,0.012403303412424365,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2176,0.4174341643258357,0.15181754560282915,0.012674766055743285,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2177,0.41923776753223246,0.15445842534344828,0.012950961083506251,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2178,0.42104137073862924,0.15713360992317646,0.013231950102232656,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2179,0.42284497394502607,0.15984339514178092,0.013517795250802168,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2180,0.42464857715142285,0.1625880780688576,0.013808559202744975,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2181,0.4264521803578196,0.16536795704383223,0.014104305168532097,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2182,0.42825578356421645,0.16818333167595872,0.014405096897865633,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2183,0.43005938677061323,0.17103450284432012,0.014710998681969005,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2184,0.43186298997701,0.17392177269782894,0.015022075355877268,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2185,0.43366659318340683,0.17684544465522647,0.015338392300727362,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2186,0.4354701963898036,0.17980582340508286,0.01566001544604835,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2187,0.4372737995962004,0.182803214905797,0.01598701127205173,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2188,0.4390774028025972,0.18583792638559768,0.016319446811921694,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2189,0.440881006008994,0.18891026634254154,0.01665738965410535,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2190,0.44268460921539077,0.19202054454451545,0.01700090794460306,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2191,0.4444882124217876,0.1951690720292341,0.01735007038925867,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2192,0.4462918156281844,0.1983561611042417,0.01770494625604974,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2193,0.44809541883458115,0.20158212534691197,0.0180656053773779,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2194,0.449899022040978,0.20484727960444668,0.01843211815235906,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2195,0.45170262524737476,0.2081519399938771,0.018804555549113658,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2196,0.45350622845377153,0.2114964239020635,0.019182989107056986,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2197,0.45530983166016836,0.21488104998569524,0.01956749093918943,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2198,0.45711343486656514,0.21830613817129058,0.019958133734386707,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2199,0.4589170380729619,0.22177200965519625,0.02035499075969019,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2200,0.46072064127935874,0.22527898690358894,0.020758135862597154,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2201,0.4625242444857555,0.22882739365247354,0.02116764347335099,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2202,0.4643278476921523,0.23241755490768481,0.021583588607231575,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2203,0.4661314508985491,0.23604979694488554,0.02200604686684546,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2204,0.4679350541049459,0.23972444730956755,0.022435094444416152,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2205,0.4697386573113427,0.2434418348170526,0.022870808124074406,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2206,0.4715422605177395,0.24720228955249102,0.023313265284148496,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2207,0.4733458637241363,0.25100614287086204,0.02376254389945441,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2208,0.47514946693053306,0.2548537273969731,0.02421872254358623,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2209,0.4769530701369299,0.2587453770254622,0.024681880391206328,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2210,0.47875667334332667,0.262681426920795,0.02515209722033561,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2211,0.48056027654972344,0.2666622135172672,0.02562945341464387,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2212,0.4823638797561203,0.27068807451900273,0.026114029965740006,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2213,0.48416748296251705,0.274759348899955,0.026605908475462247,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2214,0.4859710861689138,0.2788763769039057,0.027105171158168507,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2215,0.48777468937531065,0.28303950004446704,0.027611900843026612,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2216,0.48957829258170743,0.28724906110507786,0.028126180976304524,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2217,0.4913818957881042,0.2915054041390085,0.028648095623660687,beta,beta: alpha=5 beta=1,5.0,1.0,0,
2218,0.49318549899450104,0.2958088744693567,0.029177729472434275,beta,beta: alpha=5 beta=1,5.0,1.0,0,
